Current epoch = 1
IN | IN = -3.3668
JJ | NNP = -3.77664
MD | NNP = -6.14907
VBG | NNP = -5.77576
RBR | NNP = -9.98867
: | NNP = -6.08577
WP | NNP = -9.78491
WDT | NNP = -8.70077
JJR | NNP = -7.6278
PDT | NNP = -9.02067
RBS | NNP = -10.903
WRB | NNP = -11.0984
JJS | NNP = -8.02947
$ | NNP = -7.64694
RP | NNP = -13.3821
FW | NNP = -9.80369
EX | NNP = -10.4757
SYM | NNP = -11.8709
# | NNP = -11.1662
LS | NNP = -11.7519
UH | NNP = -11.4172
WP$ | NNP = -10.3845
IN | CD = -1.11642
DT | CD = -2.81094
NNP | CD = -4.41714
CD | CD = -1.50351
NN | CD = -3.67565
`` | CD = -5.60603
'' | CD = -5.61422
POS | CD = -6.23767
( | CD = -5.83086
VBN | CD = -4.23531
NNS | CD = -4.38109
VBP | CD = -5.69771
, | CD = -2.93037
CC | CD = -2.76739
) | CD = -5.77241
VBD | CD = -5.36794
RB | CD = -3.28181
TO | CD = -3.43772
. | CD = -5.82372
VBZ | CD = -6.08758
NNPS | CD = -7.47465
PRP | CD = -7.31223
PRP$ | CD = -4.32153
VB | CD = -17.6711
JJ | CD = -2.99591
MD | CD = -5.9813
VBG | CD = -4.57235
RBR | CD = -4.90184
: | CD = -5.71599
WP | CD = -8.22591
WDT | CD = -8.92455
JJR | CD = -4.47209
PDT | CD = -6.94662
RBS | CD = -6.9787
WRB | CD = -6.85548
JJS | CD = -5.18357
$ | CD = -6.8386
RP | CD = -7.41582
FW | CD = -8.58941
EX | CD = -9.22362
SYM | CD = -9.6168
# | CD = -9.57437
LS | CD = -9.59093
UH | CD = -9.45096
WP$ | CD = -7.93192
IN | NN = -1.90678
DT | NN = -1.13302
NNP | NN = -2.94629
CD | NN = -4.09596
NN | NN = -2.35455
`` | NN = -5.26375
'' | NN = -5.60748
POS | NN = -4.40075
( | NN = -6.72988
VBN | NN = -4.19123
NNS | NN = -5.27467
VBP | NN = -5.46346
, | NN = -3.63719
CC | NN = -3.64044
) | NN = -6.87247
VBD | NN = -5.02055
RB | NN = -4.7546
TO | NN = -4.06003
. | NN = -7.25625
VBZ | NN = -4.77012
NNPS | NN = -6.57342
PRP | NN = -7.59563
PRP$ | NN = -3.37553
VB | NN = -13.7973
JJ | NN = -1.91049
MD | NN = -5.49537
VBG | NN = -4.3648
RBR | NN = -6.39566
: | NN = -5.55777
WP | NN = -8.56056
WDT | NN = -8.32143
JJR | NN = -5.32874
PDT | NN = -6.72902
RBS | NN = -7.80274
WRB | NN = -7.69336
JJS | NN = -5.53855
$ | NN = -5.6239
RP | NN = -7.56724
FW | NN = -8.26517
EX | NN = -9.06124
SYM | NN = -9.43936
# | NN = -9.00136
LS | NN = -9.27637
UH | NN = -9.3581
WP$ | NN = -7.72118
IN | `` = -3.9102
DT | `` = -3.72564
NNP | `` = -4.03597
CD | `` = -3.83132
NN | `` = -3.90739
`` | `` = -3.92349
'' | `` = -3.94136
POS | `` = -3.73364
( | `` = -3.88605
VBN | `` = -3.81204
NNS | `` = -3.98532
VBP | `` = -3.86463
, | `` = -4.01175
CC | `` = -3.89687
) | `` = -3.89582
VBD | `` = -3.96007
RB | `` = -3.96124
TO | `` = -3.84112
. | `` = -4.15849
VBZ | `` = -3.9609
NNPS | `` = -3.95381
PRP | `` = -4.03924
PRP$ | `` = -3.4627
VB | `` = -4.18962
JJ | `` = -3.6355
MD | `` = -3.93196
VBG | `` = -3.85431
RBR | `` = -3.74684
: | `` = -3.8859
WP | `` = -3.99495
WDT | `` = -4.02613
JJR | `` = -3.73926
PDT | `` = -3.69165
RBS | `` = -3.7258
WRB | `` = -3.86313
JJS | `` = -3.71731
$ | `` = -3.85341
RP | `` = -3.74897
FW | `` = -3.79283
EX | `` = -3.93339
SYM | `` = -3.77457
# | `` = -3.80189
LS | `` = -3.76142
UH | `` = -3.79662
WP$ | `` = -3.69504
IN | '' = -3.27896
DT | '' = -3.4194
NNP | '' = -2.98086
CD | '' = -3.62158
NN | '' = -3.05647
`` | '' = -3.69632
'' | '' = -3.7693
POS | '' = -3.86319
( | '' = -4.02395
VBN | '' = -3.65497
NNS | '' = -3.49078
VBP | '' = -3.70817
, | '' = -3.23261
CC | '' = -3.44075
) | '' = -4.03246
VBD | '' = -3.51313
RB | '' = -3.59976
TO | '' = -3.78417
. | '' = -3.66182
VBZ | '' = -3.47361
NNPS | '' = -3.7484
PRP | '' = -3.87051
PRP$ | '' = -4.23478
VB | '' = -4.44418
JJ | '' = -3.48325
MD | '' = -3.64215
VBG | '' = -3.56904
RBR | '' = -4.36528
: | '' = -3.82224
WP | '' = -4.19791
WDT | '' = -4.01402
JJR | '' = -4.06766
PDT | '' = -4.41894
RBS | '' = -4.63504
WRB | '' = -4.35852
JJS | '' = -4.14013
$ | '' = -3.8007
RP | '' = -4.55309
FW | '' = -4.45809
EX | '' = -4.37476
SYM | '' = -4.75259
# | '' = -4.60114
LS | '' = -4.74068
UH | '' = -4.68871
WP$ | '' = -4.59908
IN | POS = -3.8061
DT | POS = -3.8199
NNP | POS = -3.99909
CD | POS = -3.80366
NN | POS = -3.96204
`` | POS = -3.88085
'' | POS = -3.85975
POS | POS = -3.86466
( | POS = -3.83882
VBN | POS = -3.85038
NNS | POS = -3.91866
VBP | POS = -3.90924
, | POS = -3.89615
CC | POS = -3.84944
) | POS = -3.83623
VBD | POS = -3.93338
RB | POS = -3.82843
TO | POS = -3.77763
. | POS = -3.90073
VBZ | POS = -3.95336
NNPS | POS = -3.95505
PRP | POS = -3.90891
PRP$ | POS = -3.72407
VB | POS = -4.14493
JJ | POS = -3.84607
MD | POS = -3.92389
VBG | POS = -3.88938
RBR | POS = -3.72013
: | POS = -3.86134
WP | POS = -3.86669
WDT | POS = -3.93201
JJR | POS = -3.77712
PDT | POS = -3.77702
RBS | POS = -3.73038
WRB | POS = -3.78326
JJS | POS = -3.78537
$ | POS = -3.91566
RP | POS = -3.75495
FW | POS = -3.83182
EX | POS = -3.86194
SYM | POS = -3.80093
# | POS = -3.8323
LS | POS = -3.80207
UH | POS = -3.81031
WP$ | POS = -3.77583
IN | ( = -3.66988
DT | ( = -3.92604
NNP | ( = -3.8931
CD | ( = -3.76661
NN | ( = -3.86975
`` | ( = -3.81274
'' | ( = -3.77345
POS | ( = -4.08629
( | ( = -3.85219
VBN | ( = -3.78982
NNS | ( = -3.7441
VBP | ( = -3.88818
, | ( = -3.71523
CC | ( = -3.74145
) | ( = -3.8432
VBD | ( = -3.87687
RB | ( = -3.65373
TO | ( = -3.70152
. | ( = -3.62982
VBZ | ( = -3.92083
NNPS | ( = -3.9589
PRP | ( = -3.74385
PRP$ | ( = -4.02983
VB | ( = -4.05863
JJ | ( = -3.9201
MD | ( = -3.87529
VBG | ( = -3.83691
RBR | ( = -3.7469
: | ( = -3.84304
WP | ( = -3.76754
WDT | ( = -3.83678
JJR | ( = -3.82284
PDT | ( = -3.95092
RBS | ( = -3.83351
WRB | ( = -3.73894
JJS | ( = -3.88126
$ | ( = -3.95075
RP | ( = -3.79131
FW | ( = -3.95552
EX | ( = -3.83841
SYM | ( = -3.95118
# | ( = -3.96276
LS | ( = -3.9541
UH | ( = -3.93587
WP$ | ( = -3.95769
IN | VBN = -0.883834
DT | VBN = -4.41913
NNP | VBN = -4.56423
CD | VBN = -6.05305
NN | VBN = -2.39906
`` | VBN = -5.10564
'' | VBN = -5.14144
POS | VBN = -10.8299
( | VBN = -8.9113
VBN | VBN = -3.32654
NNS | VBN = -2.74643
VBP | VBN = -5.88652
, | VBN = -3.38782
CC | VBN = -3.70568
) | VBN = -9.00589
VBD | VBN = -5.91844
RB | VBN = -2.48614
TO | VBN = -2.1392
. | VBN = -4.7808
VBZ | VBN = -5.88059
NNPS | VBN = -8.48993
PRP | VBN = -4.86873
PRP$ | VBN = -7.86321
VB | VBN = -9.41983
JJ | VBN = -3.69578
MD | VBN = -5.65854
VBG | VBN = -4.03967
RBR | VBN = -5.57728
: | VBN = -6.10866
WP | VBN = -6.34285
WDT | VBN = -6.76089
JJR | VBN = -5.99797
PDT | VBN = -9.27934
RBS | VBN = -8.20869
WRB | VBN = -5.21975
JJS | VBN = -6.98392
$ | VBN = -6.28269
RP | VBN = -4.8209
FW | VBN = -10.0707
EX | VBN = -7.85788
SYM | VBN = -10.7921
# | VBN = -10.313
LS | VBN = -10.6188
UH | VBN = -10.5354
WP$ | VBN = -9.90015
IN | NNS = -2.01081
DT | NNS = -1.94399
NNP | NNS = -3.18884
CD | NNS = -2.90402
NN | NNS = -2.00455
`` | NNS = -5.46885
'' | NNS = -5.94065
POS | NNS = -5.1874
( | NNS = -6.64381
VBN | NNS = -3.85364
NNS | NNS = -4.29946
VBP | NNS = -4.9155
, | NNS = -3.47328
CC | NNS = -3.2557
) | NNS = -6.71759
VBD | NNS = -4.85067
RB | NNS = -4.36375
TO | NNS = -4.15746
. | NNS = -7.33249
VBZ | NNS = -4.97274
NNPS | NNS = -6.54863
PRP | NNS = -7.47018
PRP$ | NNS = -3.47685
VB | NNS = -14.2056
JJ | NNS = -1.43657
MD | NNS = -5.28771
VBG | NNS = -3.87111
RBR | NNS = -6.2386
: | NNS = -5.66119
WP | NNS = -8.74159
WDT | NNS = -8.55909
JJR | NNS = -4.93204
PDT | NNS = -6.91456
RBS | NNS = -7.97183
WRB | NNS = -7.7469
JJS | NNS = -5.30264
$ | NNS = -5.5107
RP | NNS = -7.66391
FW | NNS = -8.41454
EX | NNS = -9.35547
SYM | NNS = -9.74649
# | NNS = -9.35434
LS | NNS = -9.60514
UH | NNS = -9.63045
WP$ | NNS = -7.96983
IN | VBP = -2.51029
DT | VBP = -6.24472
NNP | VBP = -3.71424
CD | VBP = -5.06766
NN | VBP = -2.69279
`` | VBP = -4.20327
'' | VBP = -4.13295
POS | VBP = -9.52817
( | VBP = -6.55825
VBN | VBP = -3.382
NNS | VBP = -1.89856
VBP | VBP = -4.59
, | VBP = -2.62105
CC | VBP = -3.3793
) | VBP = -6.52056
VBD | VBP = -4.55549
RB | VBP = -2.26951
TO | VBP = -3.28427
. | VBP = -2.13507
VBZ | VBP = -4.78795
NNPS | VBP = -5.92765
PRP | VBP = -2.79572
PRP$ | VBP = -9.09897
VB | VBP = -3.99319
JJ | VBP = -4.80359
MD | VBP = -4.39901
VBG | VBP = -3.69524
RBR | VBP = -5.47009
: | VBP = -5.07487
WP | VBP = -4.15301
WDT | VBP = -4.19723
JJR | VBP = -5.65271
PDT | VBP = -8.16949
RBS | VBP = -7.12963
WRB | VBP = -4.40694
JJS | VBP = -6.52734
$ | VBP = -5.35912
RP | VBP = -4.93028
FW | VBP = -7.75963
EX | VBP = -5.38803
SYM | VBP = -8.29813
# | VBP = -7.9183
LS | VBP = -8.24604
UH | VBP = -7.95688
WP$ | VBP = -8.41579
IN | , = -4.1339
DT | , = -3.89274
NNP | , = -3.93793
CD | , = -3.65948
NN | , = -4.13731
`` | , = -3.9656
'' | , = -3.9578
POS | , = -3.44289
( | , = -3.59937
VBN | , = -4.0941
NNS | , = -4.13491
VBP | , = -3.9086
, | , = -3.98148
CC | , = -3.95651
) | , = -3.58485
VBD | , = -3.86753
RB | , = -4.09157
TO | , = -4.14645
. | , = -3.98059
VBZ | , = -3.90556
NNPS | , = -3.72529
PRP | , = -4.06903
PRP$ | , = -3.67588
VB | , = -4.16518
JJ | , = -4.01442
MD | , = -3.93061
VBG | , = -4.02856
RBR | , = -3.89926
: | , = -3.87277
WP | , = -3.97377
WDT | , = -3.9683
JJR | , = -3.83796
PDT | , = -3.64452
RBS | , = -3.7516
WRB | , = -4.02808
JJS | , = -3.77875
$ | , = -3.9225
RP | , = -4.11205
FW | , = -3.64497
EX | , = -3.88468
SYM | , = -3.63025
# | , = -3.67267
LS | , = -3.64901
UH | , = -3.64525
WP$ | , = -3.64048
IN | CC = -3.82774
DT | CC = -4.7344
NNP | CC = -2.14685
CD | CC = -4.14825
NN | CC = -1.32131
`` | CC = -5.24052
'' | CC = -6.0856
POS | CC = -6.74144
( | CC = -6.78266
VBN | CC = -4.66639
NNS | CC = -1.75481
VBP | CC = -3.56433
, | CC = -4.22506
CC | CC = -4.55264
) | CC = -6.78723
VBD | CC = -3.24546
RB | CC = -4.45503
TO | CC = -5.04765
. | CC = -6.29968
VBZ | CC = -3.11656
NNPS | CC = -4.23723
PRP | CC = -4.97997
PRP$ | CC = -6.56921
VB | CC = -3.10259
JJ | CC = -3.89575
MD | CC = -3.41708
VBG | CC = -3.27882
RBR | CC = -7.14984
: | CC = -5.37375
WP | CC = -6.35476
WDT | CC = -5.40391
JJR | CC = -5.89708
PDT | CC = -7.4133
RBS | CC = -8.48981
WRB | CC = -6.70995
JJS | CC = -5.93002
$ | CC = -3.29611
RP | CC = -6.49126
FW | CC = -7.15993
EX | CC = -7.03191
SYM | CC = -8.1776
# | CC = -7.45782
LS | CC = -8.22935
UH | CC = -8.07075
WP$ | CC = -7.91111
IN | ) = -3.99362
DT | ) = -4.24598
NNP | ) = -3.83984
CD | ) = -4.24062
NN | ) = -3.77699
`` | ) = -3.81058
'' | ) = -3.80738
POS | ) = -4.33238
( | ) = -4.05746
VBN | ) = -3.8296
NNS | ) = -3.65718
VBP | ) = -3.83942
, | ) = -3.85673
CC | ) = -3.95054
) | ) = -4.06017
VBD | ) = -3.86558
RB | ) = -3.79313
TO | ) = -3.89254
. | ) = -3.58631
VBZ | ) = -3.82578
NNPS | ) = -3.84165
PRP | ) = -3.52465
PRP$ | ) = -4.44041
VB | ) = -2.7986
JJ | ) = -4.06614
MD | ) = -3.79501
VBG | ) = -3.8258
RBR | ) = -4.02312
: | ) = -3.8981
WP | ) = -3.60796
WDT | ) = -3.54579
JJR | ) = -4.06494
PDT | ) = -4.1379
RBS | ) = -4.0377
WRB | ) = -3.75065
JJS | ) = -4.09994
$ | ) = -3.82536
RP | ) = -3.7557
FW | ) = -3.96285
EX | ) = -3.65769
SYM | ) = -3.94634
# | ) = -3.90374
LS | ) = -3.94112
UH | ) = -3.92226
WP$ | ) = -4.09464
IN | VBD = -2.26448
DT | VBD = -5.13965
NNP | VBD = -2.4128
CD | VBD = -5.92307
NN | VBD = -2.19659
`` | VBD = -3.96485
'' | VBD = -3.88629
POS | VBD = -8.40419
( | VBD = -6.72429
VBN | VBD = -3.63819
NNS | VBD = -2.75708
VBP | VBD = -4.96122
, | VBD = -2.12449
CC | VBD = -3.36019
) | VBD = -6.75656
VBD | VBD = -4.37355
RB | VBD = -2.75511
TO | VBD = -3.70281
. | VBD = -1.98746
VBZ | VBD = -4.22304
NNPS | VBD = -5.6758
PRP | VBD = -3.19234
PRP$ | VBD = -9.4842
VB | VBD = -4.4665
JJ | VBD = -4.76425
MD | VBD = -4.46703
VBG | VBD = -3.98844
RBR | VBD = -6.66016
: | VBD = -5.05441
WP | VBD = -4.69455
WDT | VBD = -4.32538
JJR | VBD = -6.45708
PDT | VBD = -8.69159
RBS | VBD = -8.14531
WRB | VBD = -5.45492
JJS | VBD = -7.22766
$ | VBD = -5.54998
RP | VBD = -6.3131
FW | VBD = -8.31185
EX | VBD = -5.91849
SYM | VBD = -9.13996
# | VBD = -8.53193
LS | VBD = -9.04089
UH | VBD = -8.74076
WP$ | VBD = -9.11319
IN | RB = -1.20371
DT | RB = -4.25818
NNP | RB = -4.60314
CD | RB = -2.54823
NN | RB = -3.01074
`` | RB = -5.14873
'' | RB = -5.25879
POS | RB = -8.47693
( | RB = -6.48118
VBN | RB = -3.6387
NNS | RB = -2.34991
VBP | RB = -4.88521
, | RB = -3.21939
CC | RB = -3.08083
) | RB = -6.42264
VBD | RB = -4.90726
RB | RB = -2.37768
TO | RB = -2.54626
. | RB = -4.95811
VBZ | RB = -5.50837
NNPS | RB = -7.06062
PRP | RB = -5.28306
PRP$ | RB = -5.68179
VB | RB = -11.4892
JJ | RB = -3.54544
MD | RB = -5.00975
VBG | RB = -3.72695
RBR | RB = -4.2687
: | RB = -5.42398
WP | RB = -6.30277
WDT | RB = -6.96941
JJR | RB = -4.40677
PDT | RB = -7.18828
RBS | RB = -6.54776
WRB | RB = -5.03167
JJS | RB = -5.17846
$ | RB = -5.61771
RP | RB = -5.01169
FW | RB = -8.10575
EX | RB = -7.50449
SYM | RB = -8.76614
# | RB = -8.62253
LS | RB = -8.76563
UH | RB = -8.61037
WP$ | RB = -7.80869
IN | TO = -5.45512
DT | TO = -7.56069
NNP | TO = -3.22711
CD | TO = -7.1553
NN | TO = -2.19479
`` | TO = -6.278
'' | TO = -7.06387
POS | TO = -10.1588
( | TO = -9.02693
VBN | TO = -5.75845
NNS | TO = -2.28215
VBP | TO = -4.91355
, | TO = -5.26596
CC | TO = -6.08869
) | TO = -9.04503
VBD | TO = -4.64062
RB | TO = -5.3662
TO | TO = -6.41472
. | TO = -6.22039
VBZ | TO = -4.33648
NNPS | TO = -5.6324
PRP | TO = -4.8748
PRP$ | TO = -10.5772
VB | TO = -0.4531
JJ | TO = -6.02478
MD | TO = -4.55498
VBG | TO = -4.48554
RBR | TO = -9.27713
: | TO = -6.86924
WP | TO = -6.68616
WDT | TO = -5.48204
JJR | TO = -8.18901
PDT | TO = -10.1583
RBS | TO = -10.7634
WRB | TO = -7.67333
JJS | TO = -8.4416
$ | TO = -4.67832
RP | TO = -7.59196
FW | TO = -9.20706
EX | TO = -7.6559
SYM | TO = -10.2225
# | TO = -9.29949
LS | TO = -10.2376
UH | TO = -9.98228
WP$ | TO = -10.5155
IN | . = -3.7569
DT | . = -3.81043
NNP | . = -3.65483
CD | . = -4.01495
NN | . = -3.66218
`` | . = -3.76049
'' | . = -3.76504
POS | . = -3.94156
( | . = -3.94919
VBN | . = -3.76505
NNS | . = -3.76414
VBP | . = -3.82501
, | . = -3.72008
CC | . = -3.79739
) | . = -3.95951
VBD | . = -3.79253
RB | . = -3.78766
TO | . = -3.80801
. | . = -3.70382
VBZ | . = -3.74667
NNPS | . = -3.82379
PRP | . = -3.73001
PRP$ | . = -4.05638
VB | . = -3.57523
JJ | . = -3.80464
MD | . = -3.78942
VBG | . = -3.78703
RBR | . = -3.98009
: | . = -3.8293
WP | . = -3.80149
WDT | . = -3.74376
JJR | . = -3.95347
PDT | . = -4.01381
RBS | . = -4.01394
WRB | . = -3.8742
JJS | . = -3.97273
$ | . = -3.82051
RP | . = -3.89819
FW | . = -3.97394
EX | . = -3.84083
SYM | . = -4.01291
# | . = -3.96699
LS | . = -4.00117
UH | . = -3.99423
WP$ | . = -4.02302
IN | VBZ = -2.40022
DT | VBZ = -4.49784
NNP | VBZ = -2.49469
CD | VBZ = -7.02218
NN | VBZ = -2.03084
`` | VBZ = -3.64533
'' | VBZ = -3.48375
POS | VBZ = -7.88839
( | VBZ = -6.96792
VBN | VBZ = -3.05789
NNS | VBZ = -3.59458
VBP | VBZ = -5.12838
, | VBZ = -2.10805
CC | VBZ = -3.29678
) | VBZ = -7.08938
VBD | VBZ = -4.82731
RB | VBZ = -3.02614
TO | VBZ = -3.61678
. | VBZ = -2.00259
VBZ | VBZ = -4.40573
NNPS | VBZ = -5.932
PRP | VBZ = -3.19277
PRP$ | VBZ = -8.86833
VB | VBZ = -4.36967
JJ | VBZ = -3.78666
MD | VBZ = -4.75132
VBG | VBZ = -3.97642
RBR | VBZ = -6.74599
: | VBZ = -4.95373
WP | VBZ = -4.7169
WDT | VBZ = -4.24397
JJR | VBZ = -6.47295
PDT | VBZ = -8.47072
RBS | VBZ = -7.96301
WRB | VBZ = -5.45314
JJS | VBZ = -7.25497
$ | VBZ = -5.73658
RP | VBZ = -6.113
FW | VBZ = -8.2664
EX | VBZ = -5.72389
SYM | VBZ = -9.09367
# | VBZ = -8.47442
LS | VBZ = -8.85957
UH | VBZ = -8.68629
WP$ | VBZ = -8.90674
IN | NNPS = -3.19034
DT | NNPS = -2.27968
NNP | NNPS = -0.82329
CD | NNPS = -3.85175
NN | NNPS = -2.2417
`` | NNPS = -5.27053
'' | NNPS = -5.57786
POS | NNPS = -3.25365
( | NNPS = -5.82777
VBN | NNPS = -5.38845
NNS | NNPS = -5.92481
VBP | NNPS = -5.62713
, | NNPS = -2.33845
CC | NNPS = -3.48391
) | NNPS = -5.88171
VBD | NNPS = -4.26197
RB | NNPS = -5.58672
TO | NNPS = -6.62716
. | NNPS = -5.448
VBZ | NNPS = -4.08072
NNPS | NNPS = -5.15011
PRP | NNPS = -7.58483
PRP$ | NNPS = -6.55969
VB | NNPS = -13.3987
JJ | NNPS = -3.42315
MD | NNPS = -5.41458
VBG | NNPS = -5.10535
RBR | NNPS = -9.28267
: | NNPS = -5.77079
WP | NNPS = -9.15362
WDT | NNPS = -8.04055
JJR | NNPS = -7.07318
PDT | NNPS = -8.30702
RBS | NNPS = -10.2163
WRB | NNPS = -10.185
JJS | NNPS = -7.29831
$ | NNPS = -6.42647
RP | NNPS = -11.8028
FW | NNPS = -8.99353
EX | NNPS = -9.74802
SYM | NNPS = -10.854
# | NNPS = -10.1285
LS | NNPS = -10.7634
UH | NNPS = -10.5107
WP$ | NNPS = -9.52103
IN | PRP = -2.34931
DT | PRP = -3.04699
NNP | PRP = -2.73542
CD | PRP = -3.48886
NN | PRP = -2.48754
`` | PRP = -3.81015
'' | PRP = -3.89734
POS | PRP = -4.72002
( | PRP = -4.73394
VBN | PRP = -3.3623
NNS | PRP = -3.27648
VBP | PRP = -3.97786
, | PRP = -2.72427
CC | PRP = -3.01136
) | PRP = -4.75876
VBD | PRP = -3.72748
RB | PRP = -3.19697
TO | PRP = -3.3945
. | PRP = -3.76309
VBZ | PRP = -3.73871
NNPS | PRP = -4.53915
PRP | PRP = -4.24573
PRP$ | PRP = -4.65792
VB | PRP = -6.72791
JJ | PRP = -2.99766
MD | PRP = -3.92436
VBG | PRP = -3.45114
RBR | PRP = -4.70505
: | PRP = -4.12976
WP | PRP = -4.94659
WDT | PRP = -4.82393
JJR | PRP = -4.30353
PDT | PRP = -5.39482
RBS | PRP = -5.55544
WRB | PRP = -4.87685
JJS | PRP = -4.59804
$ | PRP = -4.30534
RP | PRP = -5.1489
FW | PRP = -5.73843
EX | PRP = -5.43719
SYM | PRP = -6.32279
# | PRP = -6.06866
LS | PRP = -6.26808
UH | PRP = -6.18666
WP$ | PRP = -5.8071
IN | PRP$ = -3.97339
DT | PRP$ = -3.8404
NNP | PRP$ = -3.83919
CD | PRP$ = -3.92533
NN | PRP$ = -3.9716
`` | PRP$ = -3.86751
'' | PRP$ = -3.85902
POS | PRP$ = -3.66571
( | PRP$ = -3.78043
VBN | PRP$ = -3.97215
NNS | PRP$ = -4.00537
VBP | PRP$ = -3.90257
, | PRP$ = -3.91706
CC | PRP$ = -3.94186
) | PRP$ = -3.7821
VBD | PRP$ = -3.85061
RB | PRP$ = -3.9806
TO | PRP$ = -3.96831
. | PRP$ = -3.86692
VBZ | PRP$ = -3.82797
NNPS | PRP$ = -3.77975
PRP | PRP$ = -3.90421
PRP$ | PRP$ = -3.84056
VB | PRP$ = -3.76361
JJ | PRP$ = -3.98235
MD | PRP$ = -3.8749
VBG | PRP$ = -3.95423
RBR | PRP$ = -3.90886
: | PRP$ = -3.85066
WP | PRP$ = -3.8471
WDT | PRP$ = -3.82519
JJR | PRP$ = -3.9083
PDT | PRP$ = -3.78568
RBS | PRP$ = -3.82129
WRB | PRP$ = -3.90147
JJS | PRP$ = -3.87031
$ | PRP$ = -3.86419
RP | PRP$ = -3.93063
FW | PRP$ = -3.76044
EX | PRP$ = -3.80817
SYM | PRP$ = -3.73786
# | PRP$ = -3.74157
LS | PRP$ = -3.74353
UH | PRP$ = -3.74429
WP$ | PRP$ = -3.76516
IN | VB = -1.61837
DT | VB = -4.76097
NNP | VB = -3.66532
CD | VB = -6.86597
NN | VB = -1.46408
`` | VB = -4.7881
'' | VB = -5.06264
POS | VB = -10.6969
( | VB = -9.07599
VBN | VB = -3.18343
NNS | VB = -1.99354
VBP | VB = -5.11853
, | VB = -3.53915
CC | VB = -4.02852
) | VB = -9.20368
VBD | VB = -5.20601
RB | VB = -2.77122
TO | VB = -2.56869
. | VB = -4.72231
VBZ | VB = -4.87846
NNPS | VB = -7.39192
PRP | VB = -4.04653
PRP$ | VB = -8.36424
VB | VB = -5.01345
JJ | VB = -3.5786
MD | VB = -4.80876
VBG | VB = -3.50451
RBR | VB = -6.2522
: | VB = -5.85779
WP | VB = -5.71702
WDT | VB = -5.58216
JJR | VB = -6.33318
PDT | VB = -9.31636
RBS | VB = -8.60858
WRB | VB = -5.16892
JJS | VB = -7.13441
$ | VB = -5.16654
RP | VB = -4.57285
FW | VB = -9.55941
EX | VB = -7.09996
SYM | VB = -10.3284
# | VB = -9.63202
LS | VB = -10.1474
UH | VB = -10.072
WP$ | VB = -9.81177
IN | JJ = -1.22424
DT | JJ = -3.11237
NNP | JJ = -4.92415
CD | JJ = -3.66028
NN | JJ = -3.95116
`` | JJ = -4.36595
'' | JJ = -4.04132
POS | JJ = -6.61768
( | JJ = -5.59553
VBN | JJ = -3.22866
NNS | JJ = -4.24993
VBP | JJ = -5.45538
, | JJ = -2.95207
CC | JJ = -2.88841
) | JJ = -5.61738
VBD | JJ = -5.48094
RB | JJ = -2.57598
TO | JJ = -2.21046
. | JJ = -3.9092
VBZ | JJ = -5.78781
NNPS | JJ = -7.08905
PRP | JJ = -5.05507
PRP$ | JJ = -4.53456
VB | JJ = -12.0081
JJ | JJ = -3.19686
MD | JJ = -5.52477
VBG | JJ = -4.2653
RBR | JJ = -3.51924
: | JJ = -4.81716
WP | JJ = -5.53068
WDT | JJ = -6.38666
JJR | JJ = -4.054
PDT | JJ = -5.91083
RBS | JJ = -4.99934
WRB | JJ = -4.31286
JJS | JJ = -4.77161
$ | JJ = -6.18573
RP | JJ = -4.41768
FW | JJ = -7.04322
EX | JJ = -6.33566
SYM | JJ = -7.36436
# | JJ = -7.42173
LS | JJ = -7.25002
UH | JJ = -7.22759
WP$ | JJ = -6.38809
IN | MD = -3.12636
DT | MD = -6.80328
NNP | MD = -2.92329
CD | MD = -8.23019
NN | MD = -2.21393
`` | MD = -4.44832
'' | MD = -4.42553
POS | MD = -10.9143
( | MD = -8.50146
VBN | MD = -3.99963
NNS | MD = -2.57748
VBP | MD = -5.52313
, | MD = -2.8665
CC | MD = -4.36872
) | MD = -8.57242
VBD | MD = -5.08442
RB | MD = -3.15635
TO | MD = -4.19752
. | MD = -2.07263
VBZ | MD = -4.68253
NNPS | MD = -6.46011
PRP | MD = -2.75308
PRP$ | MD = -11.9397
VB | MD = -1.31166
JJ | MD = -5.78118
MD | MD = -4.86406
VBG | MD = -4.36829
RBR | MD = -7.90515
: | MD = -5.88655
WP | MD = -4.60815
WDT | MD = -3.99434
JJR | MD = -7.84716
PDT | MD = -10.4389
RBS | MD = -9.57411
WRB | MD = -5.69969
JJS | MD = -8.73373
$ | MD = -5.9194
RP | MD = -6.32827
FW | MD = -9.55636
EX | MD = -6.0387
SYM | MD = -10.3535
# | MD = -9.53886
LS | MD = -10.2097
UH | MD = -9.88956
WP$ | MD = -10.7326
IN | VBG = -1.39395
DT | VBG = -4.86744
NNP | VBG = -4.02575
CD | VBG = -6.34256
NN | VBG = -1.60786
`` | VBG = -5.17652
'' | VBG = -5.50286
POS | VBG = -11.1966
( | VBG = -9.31675
VBN | VBG = -3.39514
NNS | VBG = -1.80817
VBP | VBG = -5.25971
, | VBG = -3.74876
CC | VBG = -4.0839
) | VBG = -9.41722
VBD | VBG = -5.35367
RB | VBG = -2.70546
TO | VBG = -2.46921
. | VBG = -5.2814
VBZ | VBG = -5.18051
NNPS | VBG = -7.81782
PRP | VBG = -4.50165
PRP$ | VBG = -8.26002
VB | VBG = -6.40055
JJ | VBG = -3.70021
MD | VBG = -4.99349
